疾病通路的编号,疾病名称,通路名称,时序切片,基因名称,基因ID,基因链接
hsa05017,Spinocerebellar ataxia,Mutation-caused abberant ATXN2/3 to mGluR5-Ca2+ -apoptotic pathway,15,SLC25A5,292,https://www.kegg.jp/entry/hsa:292
hsa05017,Spinocerebellar ataxia,Mutation-caused abberant ATXN2/3 to mGluR5-Ca2+ -apoptotic pathway,16,SLC25A6,293,https://www.kegg.jp/entry/hsa:293
hsa05017,Spinocerebellar ataxia,Mutation-caused abberant ATXN2/3 to mGluR5-Ca2+ -apoptotic pathway,17,SLC25A31,83447,https://www.kegg.jp/entry/hsa:83447
hsa05017,Spinocerebellar ataxia,Mutation-caused abberant ATXN2/3 to mGluR5-Ca2+ -apoptotic pathway,18,CYCS,54205,https://www.kegg.jp/entry/hsa:54205
hsa05017,Spinocerebellar ataxia,Mutation-activated CACNA1A to VGCC-Ca2+ -apoptotic pathway,1,CACNA1A,773,https://www.kegg.jp/entry/hsa:773
hsa05017,Spinocerebellar ataxia,Mutation-inactivated CACNA1A to VGCC-Ca2- -apoptotic pathway,1,CACNA1A,773,https://www.kegg.jp/entry/hsa:773
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant PDYN to transport of calcium,1,PDYN,5173,https://www.kegg.jp/entry/hsa:5173
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant PDYN to transport of calcium,2,GRIN1,2902,https://www.kegg.jp/entry/hsa:2902
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant PDYN to transport of calcium,3,GRIN2A,2903,https://www.kegg.jp/entry/hsa:2903
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant PDYN to transport of calcium,4,GRIN2B,2904,https://www.kegg.jp/entry/hsa:2904
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant PDYN to transport of calcium,5,GRIN2C,2905,https://www.kegg.jp/entry/hsa:2905
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant PDYN to transport of calcium,6,GRIN2D,2906,https://www.kegg.jp/entry/hsa:2906
hsa05017,Spinocerebellar ataxia,Mutation-inactivated KCNC3 to transport of potassium,1,KCNC3,3748,https://www.kegg.jp/entry/hsa:3748
hsa05017,Spinocerebellar ataxia,Mutation-inactivated KCND3 to transport of potassium,1,KCND3,3752,https://www.kegg.jp/entry/hsa:3752
hsa05017,Spinocerebellar ataxia,Mutation-inactivated ATXN3 to autophagy-vesicle nucleation,1,ATXN3,4287,https://www.kegg.jp/entry/hsa:4287
hsa05017,Spinocerebellar ataxia,Mutation-inactivated ATXN3 to autophagy-vesicle nucleation,2,BECN1,8678,https://www.kegg.jp/entry/hsa:8678
hsa05017,Spinocerebellar ataxia,Mutation-inactivated ATXN3 to autophagy-vesicle nucleation,3,PIK3C3,5289,https://www.kegg.jp/entry/hsa:5289
hsa05017,Spinocerebellar ataxia,Mutation-inactivated ATXN3 to autophagy-vesicle nucleation,4,ATG14,22863,https://www.kegg.jp/entry/hsa:22863
hsa05017,Spinocerebellar ataxia,Mutation-inactivated ATXN3 to autophagy-vesicle nucleation,5,PIK3R4,30849,https://www.kegg.jp/entry/hsa:30849
hsa05017,Spinocerebellar ataxia,Mutation-inactivated ATXN3 to autophagy-vesicle nucleation,6,AMBRA1,55626,https://www.kegg.jp/entry/hsa:55626
hsa05017,Spinocerebellar ataxia,DAB1-overexpression to RELN-VLDLR-PI3K signaling pathway,1,RELN,5649,https://www.kegg.jp/entry/hsa:5649
hsa05017,Spinocerebellar ataxia,DAB1-overexpression to RELN-VLDLR-PI3K signaling pathway,2,VLDLR,7436,https://www.kegg.jp/entry/hsa:7436
hsa05017,Spinocerebellar ataxia,DAB1-overexpression to RELN-VLDLR-PI3K signaling pathway,3,DAB1,1600,https://www.kegg.jp/entry/hsa:1600
hsa05017,Spinocerebellar ataxia,DAB1-overexpression to RELN-VLDLR-PI3K signaling pathway,4,PIK3CA,5290,https://www.kegg.jp/entry/hsa:5290
hsa05017,Spinocerebellar ataxia,DAB1-overexpression to RELN-VLDLR-PI3K signaling pathway,5,PIK3CB,5291,https://www.kegg.jp/entry/hsa:5291
hsa05017,Spinocerebellar ataxia,DAB1-overexpression to RELN-VLDLR-PI3K signaling pathway,6,PIK3CD,5293,https://www.kegg.jp/entry/hsa:5293
hsa05017,Spinocerebellar ataxia,DAB1-overexpression to RELN-VLDLR-PI3K signaling pathway,7,AKT1,207,https://www.kegg.jp/entry/hsa:207
hsa05017,Spinocerebellar ataxia,DAB1-overexpression to RELN-VLDLR-PI3K signaling pathway,8,AKT2,208,https://www.kegg.jp/entry/hsa:208
hsa05017,Spinocerebellar ataxia,DAB1-overexpression to RELN-VLDLR-PI3K signaling pathway,9,AKT3,10000,https://www.kegg.jp/entry/hsa:10000
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant ATXN1 to RORA-mediated transcription,1,ATXN1,6310,https://www.kegg.jp/entry/hsa:6310
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant ATXN1 to RORA-mediated transcription,2,RORA,6095,https://www.kegg.jp/entry/hsa:6095
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant ATXN1 to RORA-mediated transcription,3,KAT5,10524,https://www.kegg.jp/entry/hsa:10524
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant ATXN1 to RORA-mediated transcription,4,ITPR1,3708,https://www.kegg.jp/entry/hsa:3708
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant ATXN1 to RORA-mediated transcription,5,SLC1A6,6511,https://www.kegg.jp/entry/hsa:6511
hsa05017,Spinocerebellar ataxia,Mutation-caused aberrant ATXN1 to RORA-mediated transcription,6,GRM1,2911,https://www.kegg.jp/entry/hsa:2911
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,1,PRNP,5621,https://www.kegg.jp/entry/hsa:5621
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,2,RYR1,6261,https://www.kegg.jp/entry/hsa:6261
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,3,RYR2,6262,https://www.kegg.jp/entry/hsa:6262
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,4,RYR3,6263,https://www.kegg.jp/entry/hsa:6263
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,5,ITPR1,3708,https://www.kegg.jp/entry/hsa:3708
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,6,ITPR2,3709,https://www.kegg.jp/entry/hsa:3709
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,7,ITPR3,3710,https://www.kegg.jp/entry/hsa:3710
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,8,MCU,90550,https://www.kegg.jp/entry/hsa:90550
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,9,VDAC1,7416,https://www.kegg.jp/entry/hsa:7416
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,10,VDAC2,7417,https://www.kegg.jp/entry/hsa:7417
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,11,VDAC3,7419,https://www.kegg.jp/entry/hsa:7419
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,12,SLC25A4,291,https://www.kegg.jp/entry/hsa:291
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,13,SLC25A5,292,https://www.kegg.jp/entry/hsa:292
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,14,SLC25A6,293,https://www.kegg.jp/entry/hsa:293
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,15,SLC25A31,83447,https://www.kegg.jp/entry/hsa:83447
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,16,CYCS,54205,https://www.kegg.jp/entry/hsa:54205
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,17,APAF1,317,https://www.kegg.jp/entry/hsa:317
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,18,CASP9,842,https://www.kegg.jp/entry/hsa:842
hsa05020,Prion disease,Scrapie conformation PrPSc to mGluR5-Ca2+ -apoptotic pathway,19,CASP3,836,https://www.kegg.jp/entry/hsa:836
hsa05020,Prion disease,Scrapie conformation PrPSc to VGCC-Ca2+ -apoptotic pathway,1,PRNP,5621,https://www.kegg.jp/entry/hsa:5621
hsa05020,Prion disease,Scrapie conformation PrPSc to VGCC-Ca2+ -apoptotic pathway,2,CACNA1B,774,https://www.kegg.jp/entry/hsa:774
hsa05020,Prion disease,Scrapie conformation PrPSc to VGCC-Ca2+ -apoptotic pathway,3,CACNA1C,775,https://www.kegg.jp/entry/hsa:775
hsa05020,Prion disease,Scrapie conformation PrPSc to VGCC-Ca2+ -apoptotic pathway,4,CACNA1D,776,https://www.kegg.jp/entry/hsa:776
hsa05020,Prion disease,Scrapie conformation PrPSc to VGCC-Ca2+ -apoptotic pathway,5,CACNA1F,778,https://www.kegg.jp/entry/hsa:778
hsa05020,Prion disease,Scrapie conformation PrPSc to VGCC-Ca2+ -apoptotic pathway,6,CACNA1S,779,https://www.kegg.jp/entry/hsa:779
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,1,PRNP,5621,https://www.kegg.jp/entry/hsa:5621
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,2,GRIN1,2902,https://www.kegg.jp/entry/hsa:2902
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,3,GRIN2A,2903,https://www.kegg.jp/entry/hsa:2903
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,4,GRIN2B,2904,https://www.kegg.jp/entry/hsa:2904
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,5,GRIN2C,2905,https://www.kegg.jp/entry/hsa:2905
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,6,GRIN2D,2906,https://www.kegg.jp/entry/hsa:2906
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,7,MCU,90550,https://www.kegg.jp/entry/hsa:90550
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,8,VDAC1,7416,https://www.kegg.jp/entry/hsa:7416
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,9,VDAC2,7417,https://www.kegg.jp/entry/hsa:7417
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,10,VDAC3,7419,https://www.kegg.jp/entry/hsa:7419
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,11,SLC25A4,291,https://www.kegg.jp/entry/hsa:291
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,12,SLC25A5,292,https://www.kegg.jp/entry/hsa:292
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,13,SLC25A6,293,https://www.kegg.jp/entry/hsa:293
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,14,SLC25A31,83447,https://www.kegg.jp/entry/hsa:83447
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,15,CYCS,54205,https://www.kegg.jp/entry/hsa:54205
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,16,APAF1,317,https://www.kegg.jp/entry/hsa:317
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,17,CASP9,842,https://www.kegg.jp/entry/hsa:842
hsa05020,Prion disease,Scrapie conformation PrPSc to transport of calcium,18,CASP3,836,https://www.kegg.jp/entry/hsa:836
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,1,PRNP,5621,https://www.kegg.jp/entry/hsa:5621
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,2,PSMA6,5687,https://www.kegg.jp/entry/hsa:5687
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,3,PSMA2,5683,https://www.kegg.jp/entry/hsa:5683
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,4,PSMA4,5685,https://www.kegg.jp/entry/hsa:5685
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,5,PSMA7,5688,https://www.kegg.jp/entry/hsa:5688
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,6,PSMA8,143471,https://www.kegg.jp/entry/hsa:143471
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,7,PSMA5,5686,https://www.kegg.jp/entry/hsa:5686
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,8,PSMA1,5682,https://www.kegg.jp/entry/hsa:5682
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,9,PSMA3,5684,https://www.kegg.jp/entry/hsa:5684
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,10,PSMB6,5694,https://www.kegg.jp/entry/hsa:5694
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,11,PSMB7,5695,https://www.kegg.jp/entry/hsa:5695
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,12,PSMB3,5691,https://www.kegg.jp/entry/hsa:5691
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,13,PSMB2,5690,https://www.kegg.jp/entry/hsa:5690
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,14,PSMB5,5693,https://www.kegg.jp/entry/hsa:5693
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,15,PSMB1,5689,https://www.kegg.jp/entry/hsa:5689
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,16,PSMB4,5692,https://www.kegg.jp/entry/hsa:5692
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,17,PSMC2,5701,https://www.kegg.jp/entry/hsa:5701
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,18,PSMC1,5700,https://www.kegg.jp/entry/hsa:5700
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,19,PSMC4,5704,https://www.kegg.jp/entry/hsa:5704
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,20,PSMC6,5706,https://www.kegg.jp/entry/hsa:5706
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,21,PSMC3,5702,https://www.kegg.jp/entry/hsa:5702
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,22,PSMC5,5705,https://www.kegg.jp/entry/hsa:5705
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,23,PSMD2,5708,https://www.kegg.jp/entry/hsa:5708
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,24,PSMD1,5707,https://www.kegg.jp/entry/hsa:5707
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,25,PSMD3,5709,https://www.kegg.jp/entry/hsa:5709
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,26,PSMD9,5715,https://www.kegg.jp/entry/hsa:5715
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,27,PSMD12,5718,https://www.kegg.jp/entry/hsa:5718
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,28,PSMD11,5717,https://www.kegg.jp/entry/hsa:5717
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,29,PSMD6,9861,https://www.kegg.jp/entry/hsa:9861
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,30,PSMD7,5713,https://www.kegg.jp/entry/hsa:5713
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,31,PSMD13,5719,https://www.kegg.jp/entry/hsa:5719
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,32,PSMD4,5710,https://www.kegg.jp/entry/hsa:5710
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,33,PSMD14,10213,https://www.kegg.jp/entry/hsa:10213
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,34,PSMD8,5714,https://www.kegg.jp/entry/hsa:5714
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,35,ADRM1,11047,https://www.kegg.jp/entry/hsa:11047
hsa05020,Prion disease,Scrapie conformation PrPSc to 26S proteasome-mediated protein degradation,36,SEM1,7979,https://www.kegg.jp/entry/hsa:7979
hsa05020,Prion disease,Scrapie conformation PrPSc to PERK-ATF4 signaling pathway,1,PRNP,5621,https://www.kegg.jp/entry/hsa:5621
hsa05020,Prion disease,Scrapie conformation PrPSc to PERK-ATF4 signaling pathway,2,HSPA5,3309,https://www.kegg.jp/entry/hsa:3309
hsa05020,Prion disease,Scrapie conformation PrPSc to PERK-ATF4 signaling pathway,3,EIF2AK3,9451,https://www.kegg.jp/entry/hsa:9451
hsa05020,Prion disease,Scrapie conformation PrPSc to PERK-ATF4 signaling pathway,4,EIF2S1,1965,https://www.kegg.jp/entry/hsa:1965
hsa05020,Prion disease,Scrapie conformation PrPSc to PERK-ATF4 signaling pathway,5,ATF4,468,https://www.kegg.jp/entry/hsa:468
hsa05020,Prion disease,Scrapie conformation PrPSc to PERK-ATF4 signaling pathway,6,DDIT3,1649,https://www.kegg.jp/entry/hsa:1649
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,1,PRNP,5621,https://www.kegg.jp/entry/hsa:5621
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,2,CAV1,857,https://www.kegg.jp/entry/hsa:857
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,3,CAV2,858,https://www.kegg.jp/entry/hsa:858
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,4,CAV3,859,https://www.kegg.jp/entry/hsa:859
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,5,FYN,2534,https://www.kegg.jp/entry/hsa:2534
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,6,PIK3CA,5290,https://www.kegg.jp/entry/hsa:5290
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,7,PIK3CB,5291,https://www.kegg.jp/entry/hsa:5291
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,8,PIK3CD,5293,https://www.kegg.jp/entry/hsa:5293
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,9,PRKCD,5580,https://www.kegg.jp/entry/hsa:5580
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,10,CYBB,1536,https://www.kegg.jp/entry/hsa:1536
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,11,CYBA,1535,https://www.kegg.jp/entry/hsa:1535
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,12,NCF4,4689,https://www.kegg.jp/entry/hsa:4689
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,13,NCF1,653361,https://www.kegg.jp/entry/hsa:653361
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,14,NCF2,4688,https://www.kegg.jp/entry/hsa:4688
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,15,RAC1,5879,https://www.kegg.jp/entry/hsa:5879
hsa05020,Prion disease,Scrapie conformation PrPSc to PRNP-PI3K-NOX2 signaling pathway,16,RAC2,5880,https://www.kegg.jp/entry/hsa:5880
hsa05020,Prion disease,Oligomeric conformation PrPc to anterograde axonal transport,1,PRNP,5621,https://www.kegg.jp/entry/hsa:5621
hsa05020,Prion disease,Oligomeric conformation PrPc to anterograde axonal transport,2,GSK3B,2932,https://www.kegg.jp/entry/hsa:2932
hsa05020,Prion disease,Oligomeric conformation PrPc to anterograde axonal transport,3,CSNK2A1,1457,https://www.kegg.jp/entry/hsa:1457
hsa05020,Prion disease,Oligomeric conformation PrPc to anterograde axonal transport,4,CSNK2A2,1459,https://www.kegg.jp/entry/hsa:1459
hsa05020,Prion disease,Oligomeric conformation PrPc to anterograde axonal transport,5,CSNK2B,1460,https://www.kegg.jp/entry/hsa:1460
hsa05020,Prion disease,Oligomeric conformation PrPc to anterograde axonal transport,6,CSNK2A3,283106,https://www.kegg.jp/entry/hsa:283106
hsa05020,Prion disease,Oligomeric conformation PrPc to anterograde axonal transport,7,KIF5A,3798,https://www.kegg.jp/entry/hsa:3798
hsa05020,Prion disease,Oligomeric conformation PrPc to anterograde axonal transport,8,KIF5B,3799,https://www.kegg.jp/entry/hsa:3799
hsa05020,Prion disease,Oligomeric conformation PrPc to anterograde axonal transport,9,KIF5C,3800,https://www.kegg.jp/entry/hsa:3800
hsa05020,Prion disease,Oligomeric conformation PrPc to anterograde axonal transport,10,KLC1,3831,https://www.kegg.jp/entry/hsa:3831
hsa05020,Prion disease,Oligomeric conformation PrPc to anterograde axonal transport,11,KLC2,64837,https://www.kegg.jp/entry/hsa:64837
hsa05020,Prion disease,Oligomeric conformation PrPc to anterograde axonal transport,12,KLC3,147700,https://www.kegg.jp/entry/hsa:147700
hsa05020,Prion disease,Oligomeric conformation PrPc to anterograde axonal transport,13,KLC4,89953,https://www.kegg.jp/entry/hsa:89953
hsa05020,Prion disease,Scrapie conformation PrPSc to Notch singling pathway,1,PRNP,5621,https://www.kegg.jp/entry/hsa:5621
hsa05020,Prion disease,Scrapie conformation PrPSc to Notch singling pathway,2,NOTCH1,4851,https://www.kegg.jp/entry/hsa:4851
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,1,GRM1,2911,https://www.kegg.jp/entry/hsa:2911
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,2,GNAQ,2776,https://www.kegg.jp/entry/hsa:2776
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,3,PLCB1,23236,https://www.kegg.jp/entry/hsa:23236
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,4,PLCB2,5330,https://www.kegg.jp/entry/hsa:5330
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,5,PLCB3,5331,https://www.kegg.jp/entry/hsa:5331
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,6,PLCB4,5332,https://www.kegg.jp/entry/hsa:5332
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,7,ITPR1,3708,https://www.kegg.jp/entry/hsa:3708
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,8,ITPR2,3709,https://www.kegg.jp/entry/hsa:3709
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,9,ITPR3,3710,https://www.kegg.jp/entry/hsa:3710
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,10,PRKCA,5578,https://www.kegg.jp/entry/hsa:5578
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,11,PRKCB,5579,https://www.kegg.jp/entry/hsa:5579
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,12,PRKCG,5582,https://www.kegg.jp/entry/hsa:5582
hsa04730,Long-term depression,mGluR1-TRPC3 signaling pathway,13,TRPC3,7222,https://www.kegg.jp/entry/hsa:7222
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,1,GRM5,2915,https://www.kegg.jp/entry/hsa:2915
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,2,GNAQ,2776,https://www.kegg.jp/entry/hsa:2776
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,3,PLCB1,23236,https://www.kegg.jp/entry/hsa:23236
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,4,PLCB2,5330,https://www.kegg.jp/entry/hsa:5330
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,5,PLCB3,5331,https://www.kegg.jp/entry/hsa:5331
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,6,PLCB4,5332,https://www.kegg.jp/entry/hsa:5332
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,7,ITPR1,3708,https://www.kegg.jp/entry/hsa:3708
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,8,ITPR2,3709,https://www.kegg.jp/entry/hsa:3709
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,9,ITPR3,3710,https://www.kegg.jp/entry/hsa:3710
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,10,MCU,90550,https://www.kegg.jp/entry/hsa:90550
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,11,VDAC1,7416,https://www.kegg.jp/entry/hsa:7416
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,12,VDAC2,7417,https://www.kegg.jp/entry/hsa:7417
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,13,VDAC3,7419,https://www.kegg.jp/entry/hsa:7419
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,14,SLC25A4,291,https://www.kegg.jp/entry/hsa:291
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,15,SLC25A5,292,https://www.kegg.jp/entry/hsa:292
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,16,SLC25A6,293,https://www.kegg.jp/entry/hsa:293
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,17,SLC25A31,83447,https://www.kegg.jp/entry/hsa:83447
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,18,CYCS,54205,https://www.kegg.jp/entry/hsa:54205
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,19,APAF1,317,https://www.kegg.jp/entry/hsa:317
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,20,CASP9,842,https://www.kegg.jp/entry/hsa:842
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,21,CASP3,836,https://www.kegg.jp/entry/hsa:836
hsa04720,Long-term potentiation,mGluR5-Ca2+ -apoptotic pathway,22,CASP7,840,https://www.kegg.jp/entry/hsa:840
hsa04020,Calcium signaling pathway,mAChR-Ca2+ -apoptotic pathway,1,CHRM1,1128,https://www.kegg.jp/entry/hsa:1128
hsa04020,Calcium signaling pathway,mAChR-Ca2+ -apoptotic pathway,2,CHRM3,1131,https://www.kegg.jp/entry/hsa:1131
hsa04020,Calcium signaling pathway,mAChR-Ca2+ -apoptotic pathway,3,CHRM5,1133,https://www.kegg.jp/entry/hsa:1133
